ID,x0,x1,class
111,-11.144575,-5.781111,1
112,-0.881142,1.648901,0
113,0.039201,5.786272,1
114,5.435584,5.686602,0
115,1.904403,3.0836,0
116,16.942911,13.840476,1
117,-9.050333,20.230267,1
118,12.185987,-1.174617,0
119,6.286022,2.124726,0
120,1.38492,-6.178667,0
121,1.939284,0.699514,0
122,21.457489,18.327944,1
123,-3.154465,5.373433,0
124,19.322238,19.028649,1
125,11.154303,17.801536,1
126,-4.381421,21.001501,1
127,5.626916,14.962329,0
128,-5.000866,13.122407,1
129,14.097902,23.573395,1
130,24.274799,17.35259,1
131,28.269466,18.603671,1
132,6.99181,14.511105,0
133,27.776298,-7.384376,0
134,17.851184,19.032293,1
135,15.411444,19.744392,1
136,8.421363,-6.307542,0
137,20.07943,-4.671144,0
138,29.274005,16.600089,1
139,9.328452,3.632662,0
140,23.015045,18.207608,1
141,10.360235,22.427576,0
142,2.452503,3.101191,1
143,26.674253,18.23377,1
144,0.129816,12.775496,1
145,20.252104,18.032271,1
146,4.536591,-4.607824,0
147,15.747909,5.404557,0
148,4.253153,15.574748,1
149,-7.297717,19.68524,1
150,28.128697,18.213257,1
151,1.622135,12.446012,1
152,-0.621481,6.46359,0
153,-1.179829,6.040441,0
154,24.86594,18.209653,1
155,17.288223,18.07459,1
156,3.243365,18.289174,1
157,7.090629,20.306815,1
158,15.175657,4.956818,0
159,0.202133,4.775814,0
160,29.632812,18.446915,1
161,2.391496,0.301004,1
162,-16.377723,19.974075,1
163,11.620574,20.071186,1
164,14.071657,8.110377,0
165,10.480661,20.955587,1
166,29.386565,-5.788731,0
167,6.819533,8.182698,0
168,9.748084,17.615142,1
169,-0.504867,0.075136,0
170,11.406296,18.63739,1
171,-5.623778,18.480606,1
172,19.543733,-5.932699,0
173,8.114662,21.761282,1
174,33.618587,16.351744,1
175,24.57991,-7.9828,0
176,23.104568,17.95396,1
177,21.468112,18.849336,1
178,4.535286,-2.622579,0
179,1.243543,8.057017,0
180,13.251712,15.804023,1
181,4.724723,1.112741,0
182,18.541832,26.569164,1
183,26.037721,16.667838,1
184,8.915201,12.533391,0
185,7.444371,-2.890224,0
186,14.760807,1.411206,0
187,20.843808,-5.118394,0
188,-14.692132,16.274694,1
189,24.842123,18.766107,1
190,2.174567,4.340694,0
191,13.737993,4.507557,0
192,3.277601,11.319587,1
193,6.438039,5.340676,0
194,1.006081,-1.630846,0
195,-11.61709,25.471434,1
196,38.682829,-12.069436,0
197,-6.485638,10.843468,1
198,22.799643,17.905803,1
199,31.418561,18.388689,1
200,33.254762,16.781888,1
201,3.371566,2.605674,0
202,21.511204,0.233122,0
203,24.946896,18.081672,1
204,16.932534,-1.533748,0
205,17.609408,0.956372,0
206,23.733516,17.651044,1
207,17.479676,-2.617911,0
208,4.148473,3.840708,0
209,4.586876,-1.208314,0
210,17.429239,19.392206,1
211,28.920369,26.317862,1
212,-2.705151,22.764632,1
213,10.513198,11.060131,0
214,2.942872,4.276273,0
215,13.6999,19.23561,1
216,17.624763,18.282404,1
217,-0.670759,-5.82379,0
218,26.019108,18.195067,1
219,5.579042,2.71845,0
220,-3.191202,24.575208,1
221,2.683106,-4.408178,0
222,-0.351244,3.852546,0
223,2.621674,0.366361,1
224,-3.937058,24.646817,1
225,29.368546,-11.398335,1
226,14.46993,14.749739,0
227,4.909393,2.978147,0
228,0.281782,8.898339,0
229,13.03947,15.179069,0
230,5.447248,-0.176912,0
231,0.892857,22.311152,1
232,-7.53026,23.916134,1
233,15.697687,18.987329,1
234,22.507844,17.835988,1
235,3.157975,6.433838,0
236,21.770028,17.463081,1
237,24.916577,17.265539,1
238,11.215141,-23.809971,0
239,-5.32741,21.195479,1
240,5.874759,-5.122718,0
241,-11.259845,10.965474,1
242,20.473498,-2.930102,0
243,-3.244518,3.9993,0
244,20.06658,17.547036,0
245,12.741277,-8.110312,0
246,-6.402047,17.30838,1
247,20.78636,5.74216,0
248,-5.79723,14.103235,1
249,4.303735,19.057821,0
250,23.949297,16.64411,1
251,11.911567,20.934468,1
252,-0.388904,19.489298,1
253,14.035593,18.765878,1
254,19.393232,5.19651,1
255,3.656765,19.813608,1
256,14.151176,17.604956,1
257,-0.493316,3.93629,0
258,-7.738713,1.559968,0
259,23.80314,18.652774,1
260,8.381201,10.647402,1
261,11.576986,16.36859,0
262,27.477437,18.788307,1
263,-1.556032,4.13603,0
264,22.505777,17.157301,1
265,2.776209,19.612567,1
266,16.218227,19.065896,1
267,15.345322,17.867332,1
268,26.06001,1.028086,0
269,7.379344,14.856145,1
270,2.606686,19.754673,1
271,16.38547,2.453335,0
272,-2.196389,13.297421,1
273,2.580926,28.82341,1
274,17.395665,18.127593,1
275,-1.32524,1.22982,0
276,12.970195,17.711025,1
277,14.170603,17.585387,1
278,17.080229,-8.609232,0
279,-4.349031,17.964936,1
280,-11.01529,24.080416,1
281,14.901638,18.280726,1
282,22.878959,7.180347,0
283,-12.840014,14.54301,1
284,23.078088,9.584153,0
285,19.301108,22.858036,0
286,15.996803,14.016164,1
287,18.099942,11.475364,0
288,-7.971212,23.142332,1
289,4.234271,2.641108,0
290,15.759352,-17.253997,0
291,-11.886013,16.039059,1
292,22.369969,18.034051,1
293,3.503223,13.072415,1
294,17.028583,-4.448767,0
295,0.823426,18.984004,1
296,3.328376,0.032353,0
297,-7.895963,15.372129,1
298,1.345736,-2.339351,0
299,3.1533,1.485671,0
300,18.373805,19.681745,1
301,16.575879,18.987554,1
302,6.283493,-4.274269,0
303,20.344456,-4.352346,0
304,-2.182288,31.774232,1
305,6.072097,-1.162853,0
306,26.849654,-5.947089,0
307,12.27009,17.814162,1
308,13.278974,12.719566,1
309,0.354745,-0.704207,0
310,-2.748072,-1.701611,0
311,-5.477567,21.234152,1
312,13.2709,27.379018,1
313,1.502098,1.651895,0
314,-0.18252,17.620283,1
315,1.041086,-1.234661,0
316,-4.398059,20.719837,1
317,-0.537107,1.562754,0
318,8.73086,17.473775,1
319,22.712626,-5.873019,0
320,17.802174,17.938542,1
321,22.561486,18.211209,1
322,6.970273,1.507091,0
323,-0.052302,-0.954392,0
324,-1.71088,7.411369,0
325,4.994343,3.99865,0
326,14.730724,18.732571,1
327,4.558687,3.018792,0
328,3.21653,1.072958,0
329,20.565594,23.121218,1
330,2.862336,11.756811,0
331,1.042075,8.379331,0
332,12.261483,18.949345,1
333,-14.163063,13.983924,1
334,20.268813,-1.215593,0
335,18.95929,-4.110495,0
336,1.624816,15.715726,1
337,9.335127,14.401894,1
338,31.216269,17.345476,1
339,1.503163,3.827953,0
340,1.152363,5.014436,0
341,-7.88111,20.370681,1
342,27.510604,16.279295,1
343,-3.604205,7.172627,0
344,-3.247957,18.407178,1
345,2.158336,-2.066106,0
346,9.667484,19.433042,1
347,18.932531,2.290459,0
348,-0.784398,5.311654,0
349,6.36417,3.36284,0
350,2.826208,4.731787,0
351,22.233481,18.617143,1
352,20.028409,19.844531,1
353,12.679398,2.621043,0
354,7.91684,21.895857,1
355,7.941883,16.835799,1
356,5.345648,9.914612,1
357,15.901976,18.505322,1
358,18.466797,18.178257,1
359,17.804432,18.686356,1
360,24.410477,8.260925,0
361,14.507096,18.046297,1
362,14.348871,18.221684,1
363,12.085179,-9.670442,0
364,3.708073,4.183046,0
365,16.178465,15.377448,1
366,2.688853,-1.565826,0
367,8.913411,13.984757,0
368,23.61414,-6.061124,0
369,0.243733,0.748805,0
370,4.007449,10.045645,0
371,-3.022805,4.071989,0
372,6.958252,17.301899,1
373,5.84318,10.898073,1
374,2.563433,4.416183,0
375,0.125579,0.71054,0
376,11.484532,12.845955,1
377,1.304244,-1.927271,0
378,-0.343205,1.805338,0
379,9.255816,18.338769,1
380,15.746237,-0.017499,0
381,21.647975,-12.874249,0
382,4.917402,-4.81384,0
383,-7.241849,16.133262,1
384,15.13001,14.467683,1
385,30.546148,-0.911846,0
386,17.818751,-10.827192,0
387,23.782189,19.373903,1
388,10.732314,2.615547,0
389,18.528582,1.990772,1
390,2.377489,-3.592142,0
391,13.126251,20.194666,1
392,-0.452945,4.274926,0
393,22.111075,10.375002,0
394,1.769515,1.969733,0
395,8.787659,-0.276413,0
396,33.787131,-15.094601,0
397,11.562888,18.770396,1
398,7.142323,19.036834,1
399,20.14057,17.843284,1
400,17.136763,9.828147,0
401,21.5537,15.136291,1
402,-1.836866,7.735539,0
403,19.968992,18.978819,1
404,19.286114,-12.982933,0
405,28.796953,19.52087,1
406,35.563398,-5.345901,0
407,12.958719,18.738038,1
408,10.552605,1.288022,0
409,5.501201,15.548515,0
410,10.769487,10.092482,0
411,-1.976319,-5.485811,0
412,15.146163,20.144097,1
413,3.870544,-2.008212,0
414,13.532662,-0.782937,0
415,-4.689268,20.758461,1
416,20.053907,-5.340518,0
417,23.943094,17.995414,1
418,28.779305,17.210311,1
419,22.318049,7.829677,0
420,26.46205,18.352044,1
421,-9.437593,13.446404,1
422,0.772483,5.335353,0
423,21.555354,17.537318,1
424,-1.468917,-3.410118,0
425,2.822766,5.990753,0
426,-18.746278,16.0481,1
427,0.867806,13.725606,1
428,5.747053,3.348162,0
429,8.411743,18.973624,1
430,16.785606,-6.857347,0
431,14.57993,20.176247,1
432,26.767013,17.617178,1
433,21.485018,18.226923,1
434,20.977026,19.126454,1
435,2.099457,12.946993,0
436,7.26046,-2.881895,0
437,10.521298,10.109633,0
438,-2.316407,6.959382,1
439,42.562275,-27.122125,0
440,-0.276468,7.27722,0
441,7.824309,13.737391,0
442,0.619233,4.939376,0
443,24.612016,-7.410707,0
444,9.975758,18.190408,1
445,12.571248,1.845786,0
446,23.428782,-12.313303,0
447,-0.909518,2.004427,0
448,13.706933,19.964576,1
449,21.402625,19.167442,1
450,10.155568,17.416738,1
451,-11.58624,24.351969,1
452,29.924708,-3.159076,0
453,8.092282,10.451496,1
454,2.263058,1.552916,0
455,1.409315,26.911629,1
456,19.142533,20.728398,1
457,-1.888447,0.318821,0
458,-3.508495,21.584067,1
459,10.887542,21.70618,1
460,13.290506,19.07037,1
461,17.561152,13.933043,1
462,-0.44657,-3.346949,0
463,1.783787,4.804042,0
464,25.984917,0.264748,0
465,2.132446,1.462606,0
466,5.502681,-4.038556,0
467,15.15592,-4.391367,0
468,-6.163612,9.077609,0
469,13.205713,18.056199,1
470,21.743638,17.536635,1
471,5.843708,-3.144336,0
472,7.489458,16.684331,1
473,3.988585,0.475631,0
474,22.687918,18.186412,1
475,-1.998151,2.1525,0
476,6.348365,14.831654,0
477,-5.132295,18.811587,1
478,10.324883,21.092564,1
479,-7.330334,8.245873,0
480,12.369919,17.608577,1
481,6.576905,-1.400622,0
482,5.807291,-3.712116,0
483,10.112488,16.562388,1
484,18.065845,18.505673,1
485,11.816628,19.315902,1
486,-0.396095,5.369067,0
487,7.849605,2.304118,0
488,3.368623,4.279034,0
489,28.212526,-9.950986,0
490,-3.250783,-3.160869,0
491,0.999548,1.043383,0
492,20.039353,-3.985939,0
493,29.085213,-8.647184,0
494,-0.883125,3.147607,0
495,11.299211,13.49751,1
496,5.935827,26.933447,1
497,8.532635,18.562319,1
498,0.118717,17.659455,1
499,6.517826,24.344966,1
500,4.22393,19.274046,1
501,-0.540922,5.454118,0
502,16.963136,-6.506636,0
503,23.890976,-9.352844,0
504,5.217287,2.528534,0
505,2.715633,2.691512,0
506,1.920785,-1.335385,0
507,5.418764,9.5536,0
508,-3.640539,19.375947,1
509,16.681553,-7.544707,0
510,17.1459,15.939637,0
511,19.329089,18.786102,1
512,2.466842,1.137,0
513,-0.057833,4.063062,0
514,11.384899,14.696938,0
515,31.431514,19.213889,1
516,25.692086,12.609125,0
517,18.433819,-3.506381,0
518,-1.261898,6.027926,0
519,20.404106,19.851434,0
520,-15.966641,4.909076,1
521,3.589522,35.245901,1
522,4.982216,-4.628057,0
523,14.121011,19.259764,1
524,14.078438,35.445782,1
525,0.888292,-0.450138,0
526,-1.096215,4.836287,0
527,-4.087747,24.132253,1
528,29.737186,18.27254,0
529,10.761449,17.475467,1
530,23.080404,2.557639,0
531,21.242757,18.72886,1
532,0.982493,7.859212,0
533,30.466812,-10.916018,0
534,0.245667,1.121892,0
535,21.195206,8.044791,0
536,14.891052,18.773343,1
537,11.435853,18.828732,1
538,12.095825,4.552515,0
539,20.125757,10.221385,0
540,20.388125,-1.379006,0
541,1.741179,3.015389,0
542,0.440229,6.170977,0
543,19.070506,0.634954,0
544,27.627059,-14.032587,0
545,28.013327,-3.245935,0
546,24.398102,17.647267,1
547,4.445444,19.163114,1
548,-5.543943,-0.535689,0
549,11.732979,18.986971,1
550,23.227184,19.47676,1
551,5.79757,-4.736462,0
552,-3.483281,15.909842,1
553,12.73469,19.077191,1
554,0.212302,28.398291,1
555,0.076022,1.179053,0
556,10.383064,19.774028,1
557,16.47191,19.419413,1
558,12.177518,8.25285,0
559,16.156523,-12.324918,0
560,22.061114,-9.563876,0
561,-0.702063,17.623493,1
562,-0.228244,14.013687,1
563,25.750094,6.220825,0
564,9.129268,22.714919,1
565,22.957951,-4.326947,0
566,-1.32741,5.220598,0
567,11.218767,14.8308,1
568,7.271887,19.708536,1
569,-1.726823,13.908038,1
570,5.452958,13.700504,1
571,25.197993,18.271682,1
572,-3.881862,-3.187962,0
573,15.875696,-6.225024,0
574,0.325372,2.875098,0
575,-2.798326,23.909087,1
576,-9.959343,21.519664,1
577,-1.810353,5.187488,0
578,12.205647,10.948536,0
579,-0.661385,18.946095,1
580,1.703409,18.484414,1
581,0.392995,7.044884,0
582,23.624708,18.320639,1
583,6.425852,19.444922,1
584,9.959143,11.836364,0
585,1.705377,12.600795,1
586,20.828777,17.72714,1
587,-1.100117,14.162445,1
588,19.65474,-11.603205,0
589,-2.518924,25.273045,1
590,7.06066,19.227686,1
591,5.931886,32.769987,1
592,16.165939,17.968,1
593,-1.072197,3.311489,0
594,18.973444,18.205907,1
595,18.912917,18.053059,1
596,16.166978,18.576791,1
597,14.403645,12.026917,0
598,4.438112,0.927972,0
599,-7.257525,16.737359,1
600,29.874618,18.870703,1
601,7.649334,18.013135,1
602,0.641075,7.10074,0
603,-1.229666,13.948714,1
604,-2.025443,0.518026,0
605,7.349671,-3.353116,0
606,2.710361,6.537235,0
607,26.40428,17.518595,1
608,18.245711,19.658054,0
609,3.649684,9.89082,1
610,0.624241,4.678201,0
611,14.129579,21.086039,0
612,13.825709,18.147514,0
613,-8.771929,9.205855,0
614,15.397363,3.975066,0
615,-19.338188,2.775978,1
616,22.545305,17.948838,1
617,5.305915,-3.883428,0
618,21.84098,-1.271445,0
619,19.379976,-8.584702,0
620,5.605719,1.182821,0
621,0.912388,28.038912,1
622,0.550786,-2.515737,0
623,5.651149,-1.951926,0
624,20.611892,17.411599,1
625,1.208871,-4.735108,0
626,4.532669,0.812053,0
627,17.398363,19.237005,1
628,7.936535,-7.627812,0
629,-0.23512,2.549258,0
630,16.991773,27.100037,1
631,22.566941,-19.063383,0
632,-3.411162,32.793817,1
633,27.923535,18.076129,1
634,-4.125199,6.420505,0
635,8.600487,14.876524,1
636,2.577376,23.682588,1
637,-6.240243,7.585378,0
638,14.493697,2.718831,0
639,3.088914,0.743997,0
640,-1.11628,-3.620296,0
641,6.200901,1.414343,0
642,13.549601,20.394086,1
643,5.34473,-5.720305,0
644,-10.029804,11.052456,1
645,4.626474,14.438407,0
646,3.810967,17.994026,1
647,12.761666,19.676321,1
648,-2.500644,7.058305,0
649,-1.449545,11.288067,1
650,5.538953,11.098344,0
651,12.842502,18.935512,1
652,28.907794,-8.588874,0
653,-0.587305,15.884154,0
654,17.438456,-2.332685,0
655,26.256093,-7.643402,0
656,3.647499,0.56719,0
657,20.243096,-2.351161,0
658,27.216063,-2.057181,0
659,24.947937,11.71317,0
660,11.246459,-0.160196,0
661,14.094943,5.019227,0
662,21.370745,0.558676,0
663,24.987727,-19.493398,0
664,-1.590266,4.845607,0
665,-7.331956,22.950668,1
666,-13.416356,24.000583,1
667,3.619886,18.697924,1
668,2.733904,5.688931,0
669,-3.579385,14.500245,1
670,11.374213,10.358715,1
671,20.466575,17.005459,1
672,16.663565,9.265975,0
673,16.970363,18.556019,1
674,25.764467,18.885549,1
675,19.890859,19.814286,1
676,0.64048,1.822923,0
677,16.6828,-5.069611,0
678,1.967245,0.468605,0
679,15.190324,20.227673,1
680,-3.011718,6.874732,0
681,2.719586,-2.835946,0
682,19.144302,17.860109,1
683,3.367311,19.351935,1
684,-2.705563,8.366268,1
685,0.943316,20.156782,1
686,8.933839,20.030533,1
687,11.562983,-7.280058,0
688,-2.163941,20.604226,1
689,3.379702,1.053382,0
690,-0.86555,0.717392,0
691,22.025951,21.363686,0
692,0.895548,24.276303,1
693,13.712185,-1.373379,0
694,15.345739,-6.546406,0
695,24.55899,18.402394,1
696,0.865954,6.908598,0
697,5.699159,11.440057,1
698,17.819928,18.472291,1
699,14.709761,17.469926,1
700,22.866205,9.140394,0
701,20.792855,19.752283,1
702,1.624068,4.429541,0
703,34.265369,-4.427296,0
704,26.471724,-1.391028,0
705,27.9129,17.384653,1
706,16.985793,7.690446,0
707,7.25851,19.985433,1
708,0.994316,14.811806,1
709,18.335601,18.242593,1
710,8.899346,1.756097,0
711,-0.988648,-1.573355,0
712,23.212697,19.473643,1
713,14.19529,18.207171,1
714,13.226327,5.967531,0
715,4.484311,17.383416,1
716,21.038289,17.276678,1
717,0.013565,-0.676327,0
718,1.666884,19.565961,1
719,15.90534,15.135817,0
720,14.07013,18.503642,1
721,20.474666,2.431462,0
722,2.28976,29.879587,1
723,21.421678,17.886526,1
724,6.442061,19.206405,1
725,10.931216,29.337383,1
726,17.144474,0.324104,0
727,1.920718,2.530719,0
728,36.501792,4.300246,0
729,16.10578,2.381289,0
730,16.135571,16.706844,1
731,-17.148037,16.619095,1
732,13.809918,12.673714,0
733,-4.161997,15.918622,1
734,-4.662074,3.612282,0
735,6.242644,4.281087,0
736,-7.521891,19.713062,1
737,25.458519,-6.135164,0
738,5.817088,17.712817,0
739,5.897309,-1.081832,0
740,20.069857,18.782455,1
741,10.406209,-10.04022,0
742,-4.126206,4.6579,0
743,29.774591,18.732098,1
744,1.355915,2.208105,0
745,2.046902,6.566647,1
746,25.475147,18.700365,1
747,-3.412505,-0.03195,0
748,31.663229,18.515028,1
749,14.631024,18.560905,1
750,-3.756933,4.464465,0
751,33.139258,3.224394,0
752,9.755667,14.638477,1
753,-0.488371,18.328639,1
754,11.11809,-4.762467,0
755,5.870448,0.84334,0
756,23.989049,16.363747,1
757,0.134171,3.405629,0
758,4.778537,7.617778,0
759,18.827058,5.635636,0
760,0.015116,0.132384,0
761,34.016046,-7.699157,0
762,22.485757,16.462345,1
763,17.182688,19.865972,1
764,21.542429,-7.91853,0
765,0.09702,2.842825,0
766,14.092472,16.772238,0
767,22.828164,17.586093,1
768,1.371085,-3.583217,0
769,2.167175,8.061345,0
770,15.058757,20.029495,1
771,7.710047,-1.710603,0
772,22.583709,18.112177,1
773,35.11197,17.341528,1
774,2.037647,3.581542,0
775,1.996764,5.82466,0
776,9.69623,3.401773,0
777,25.768085,18.677585,1
778,25.363339,17.160209,1
779,15.01918,9.881485,0
780,24.586206,-9.763562,0
781,2.486341,3.420616,0
782,14.363184,-1.723025,0
783,-2.856921,11.301069,1
784,4.154351,21.47804,1
785,22.705939,28.949972,0
786,19.838947,-10.289408,0
787,14.382639,-4.497261,0
788,-4.09627,28.596084,0
789,12.609361,18.076069,1
790,4.764588,3.768518,0
791,0.653957,12.038224,1
792,-7.355834,13.262744,1
793,-3.175047,1.351594,0
794,8.897409,6.525887,0
795,23.944301,17.949467,1
796,-0.437209,0.867268,0
797,10.285001,5.729094,0
798,20.175568,2.517672,0
799,9.45382,6.316097,0
800,-0.325608,27.838959,1
801,5.644819,9.037395,0
802,4.493856,0.791133,0
803,-0.788238,1.990109,0
804,-2.706523,-1.046965,0
805,25.363584,18.715683,1
806,-1.694652,9.699763,0
807,11.348214,-2.932329,0
808,12.909947,10.703193,1
809,2.549897,-0.319465,0
810,15.740327,18.170555,1
811,11.874494,18.80698,1
812,21.275785,4.687601,0
813,5.678984,15.038849,1
814,5.279749,21.980746,1
815,-4.561378,17.834754,1
816,8.328692,2.493601,0
817,19.517616,3.312738,0
818,6.29212,21.768545,1
819,21.562599,18.70271,1
820,22.129314,19.389895,1
821,5.501626,-1.723681,0
822,13.901144,19.862242,1
823,-10.345036,13.774105,1
824,26.184628,17.352407,1
825,28.614226,-8.445604,0
826,3.25214,-2.017749,0
827,-0.601664,-1.128469,0
828,9.62607,13.910467,1
829,25.54293,17.446461,1
830,7.793184,21.90259,1
831,15.762905,-5.788759,0
832,25.533067,18.286024,1
833,20.83616,7.594425,0
834,19.853434,18.492258,1
835,10.97631,22.336489,1
836,31.268616,-12.345439,0
837,-4.383982,4.866822,0
838,7.271607,2.317961,0
839,29.704615,-7.755583,0
840,1.259518,15.225656,1
841,27.718516,-2.10794,0
842,7.491205,25.245144,0
843,-3.552351,14.14404,1
844,14.676365,18.334302,1
845,-4.593498,5.23227,0
846,0.938563,2.831607,0
847,14.082519,11.81413,1
848,-2.54393,5.115172,0
849,1.524155,-2.77277,0
850,4.143722,1.053474,0
851,7.272592,15.331579,0
852,1.877685,0.126147,0
853,0.176534,14.586029,1
854,14.920396,19.682176,1
855,6.182297,-1.597199,0
856,26.893373,-3.715629,0
857,13.272784,6.586918,0
858,15.54761,17.833174,1
859,7.938432,24.853594,1
860,9.860797,18.290173,1
861,1.206293,23.468898,1
862,19.721214,18.140415,1
863,16.399902,19.238034,1
864,-6.695678,18.019489,1
865,19.781174,18.203209,1
866,2.321327,2.572738,0
867,8.402432,12.112077,0
868,6.455903,-3.025962,0
869,21.95964,19.003318,1
870,-1.434523,16.670858,1
871,16.6692,18.853199,1
872,-5.022166,30.730439,1
873,12.549525,7.138417,0
874,-8.093911,18.832201,1
875,2.952023,6.020509,1
876,13.839622,19.2254,1
877,-0.0108,-3.044383,0
878,-30.354152,11.921589,1
879,-2.652734,1.257988,0
880,19.916245,18.629182,1
881,9.142689,22.954218,1
882,-1.686369,5.315011,0
883,17.440095,-6.782572,0
884,27.730304,18.033053,1
885,0.846486,5.325271,0
886,-4.001302,17.45512,1
887,18.768282,18.04334,1
888,11.264901,19.786604,1
889,5.065669,-9.720356,0
890,18.40976,21.476051,0
891,2.527952,7.592944,1
892,9.944736,19.897696,1
893,28.072071,-4.256282,0
894,14.577967,13.209735,0
895,-4.182175,1.473902,0
896,-5.869529,15.007524,1
897,-0.729581,3.923773,0
898,0.543431,5.689519,1
899,18.999341,3.917941,0
900,-8.213315,24.983353,1
901,-1.048002,11.619286,0
902,12.212235,20.276448,1
903,23.50265,17.214235,1
904,25.220633,18.708773,1
905,0.584042,1.467259,0
906,2.107291,16.619437,1
907,-12.027679,12.121011,1
908,15.302512,13.924118,1
909,5.862916,20.261462,1
910,5.085342,12.632208,1
911,11.797642,19.096725,1
912,5.722171,18.98189,1
913,-14.827563,10.55548,1
914,14.190302,6.592184,0
915,20.129657,6.998473,0
916,-5.545685,19.35336,1
917,34.411275,-5.94492,0
918,-12.870892,13.977971,1
919,1.67363,-6.169753,0
920,17.069862,-10.50269,0
921,0.353688,-0.018684,0
922,26.398784,-7.06006,0
923,27.225383,18.566502,1
924,4.742944,-3.076175,0
925,9.804425,19.968605,1
926,5.183389,19.623125,1
927,28.285698,-9.974707,0
928,16.933611,19.909509,0
929,5.080337,1.933035,0
930,25.051198,17.270878,1
931,-0.668396,0.937833,0
932,27.909945,17.709431,1
933,13.215792,19.532923,1
934,5.711713,-1.316056,0
935,8.465909,15.153921,0
936,24.099791,17.09839,1
937,21.618122,-22.418027,0
938,-4.337679,0.639735,0
939,-6.913181,3.652137,0
940,2.05032,7.763172,1
941,20.241987,10.855848,0
942,20.257718,2.699063,0
943,9.840366,13.755445,1
944,30.184055,16.836404,1
945,23.953341,5.63532,0
946,20.991995,17.917888,1
947,5.47183,-7.369364,0
948,11.56493,3.757963,0
949,-8.477693,25.502132,1
950,26.251442,18.680671,1
951,9.649194,19.671812,1
952,12.69831,18.417797,1
953,21.923857,-1.672734,0
954,6.020484,23.65094,1
955,33.849142,-18.714613,0
956,7.981258,19.330101,1
957,14.437466,26.250881,1
958,0.844767,2.087072,0
959,-0.014268,7.940795,0
960,7.856239,20.050386,1
961,17.085725,3.954878,0
962,29.048282,18.407761,1
963,2.819525,-0.379692,0
964,3.250658,-2.124394,0
965,4.803582,1.903163,0
966,-2.318547,24.138115,1
967,-3.858103,1.622432,0
968,28.358547,-1.146393,0
969,17.904707,20.209819,1
970,24.78642,19.861741,1
